race,age,engnat,gender,hand,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10
4,33,2,1,1,2,3,4,2,4,3,3,3,4,2
3,61,1,2,1,1,3,5,3,5,1,4,4,2,3
4,16,2,2,1,1,2,1,4,1,2,1,2,5,5
1,41,1,2,1,3,1,4,4,5,1,4,3,3,4
3,30,2,2,1,1,5,2,5,2,4,1,5,1,5
1,16,2,2,1,1,3,1,4,5,1,1,3,2,4
3,45,1,1,1,2,4,1,3,1,4,1,4,2,4
11,18,2,1,1,3,3,3,3,3,3,3,2,4,3
3,18,2,2,1,3,2,4,4,4,2,3,4,2,3
4,22,2,2,1,4,2,4,2,4,2,5,4,5,3
13,27,2,1,1,3,2,2,4,2,5,1,3,3,4
4,30,1,2,1,3,1,5,4,5,4,5,3,5,3
3,16,2,2,0,1,3,3,3,4,4,2,4,2,4
3,30,2,2,1,3,2,2,2,4,1,1,2,3,2
3,38,1,2,1,1,1,2,5,3,2,1,5,1,5
4,20,2,2,1,1,1,5,1,5,5,4,5,5,1
4,24,2,1,1,1,1,5,4,4,1,2,3,4,2
12,30,1,1,1,1,5,2,5,2,4,1,4,2,4
13,14,1,2,1,3,3,3,3,4,2,3,4,3,4
3,37,2,1,1,2,1,5,3,3,1,4,2,4,2
3,36,1,1,1,3,2,4,2,4,2,3,4,4,3
3,36,2,2,1,5,1,3,1,5,1,5,1,4,2
3,37,2,2,1,3,4,4,3,4,3,3,2,4,3
3,36,2,2,2,4,1,5,2,4,2,5,1,5,4
3,37,2,1,1,3,2,5,3,5,3,4,3,5,2
11,17,2,2,1,1,2,5,3,3,1,2,1,1,5
3,46,2,2,1,5,1,5,3,4,2,3,2,4,3
3,56,1,1,1,2,3,3,3,5,4,5,4,2,1
3,52,2,2,1,3,2,5,2,5,1,4,3,3,1
11,18,2,2,1,1,3,3,4,3,5,2,5,1,5
13,16,1,2,1,2,2,3,4,3,2,2,4,2,3
10,23,2,2,1,2,2,2,4,4,2,2,4,2,2
3,23,1,2,1,2,3,4,4,4,3,2,4,2,4
5,22,2,2,1,5,5,2,2,1,5,4,5,2,5
11,1991,2,2,1,1,2,4,3,3,3,1,3,5,5
11,34,2,1,2,3,2,5,5,4,2,4,2,4,2
3,20,2,2,1,5,2,3,3,3,4,2,3,3,3
13,18,2,2,1,3,1,4,2,4,1,4,5,1,2
5,21,1,1,1,3,3,3,3,4,3,4,3,4,4
3,26,1,1,1,2,4,2,3,2,4,1,3,2,4
13,47,1,2,1,4,4,5,2,5,1,5,1,1,1
4,21,2,2,1,3,2,5,4,4,4,4,2,4,5
3,22,2,2,1,4,3,2,2,3,1,1,1,5,5
3,21,2,1,1,2,2,3,3,5,2,3,4,4,4
4,18,2,1,1,1,5,3,5,1,5,1,1,1,4
1,22,2,1,1,2,3,3,4,2,2,3,3,2,2
5,20,2,1,1,3,2,3,2,4,2,2,3,3,4
3,44,1,1,1,2,3,5,2,4,2,4,3,3,3
3,28,2,2,1,1,3,2,5,2,2,1,5,1,1
1,16,1,2,1,4,2,2,3,5,2,2,5,5,5
13,18,1,2,1,2,4,4,4,2,4,1,5,1,5
3,49,1,2,1,5,1,1,1,5,1,1,1,5,1
3,52,1,1,1,2,2,5,2,4,2,4,4,2,2
3,27,2,2,1,4,3,3,3,3,2,3,3,3,3
3,41,1,2,1,1,2,3,5,5,2,4,3,3,2
6,18,1,2,1,4,3,4,5,4,3,1,5,1,4
13,16,1,2,2,4,2,3,4,4,2,5,3,2,5
1,22,2,1,3,1,4,1,3,4,4,1,5,5,5
13,20,2,2,1,5,1,5,2,5,2,5,1,5,1
13,22,2,1,1,1,4,2,4,3,3,2,4,2,4
9,21,2,1,1,1,4,4,1,4,3,2,1,5,5
1,21,2,2,1,1,5,1,5,1,1,1,3,4,5
3,16,2,1,1,2,3,4,3,2,2,4,4,4,4
3,33,1,1,1,1,5,3,5,3,3,2,5,1,2
3,19,2,2,1,1,4,5,1,5,1,1,5,5,1
4,19,2,1,1,4,2,5,1,5,2,4,3,5,3
3,20,1,2,1,3,3,3,3,3,3,2,4,4,3
3,75,1,2,1,1,1,5,4,5,1,5,1,5,1
1,54,1,2,1,3,2,3,3,4,2,2,3,3,3
4,22,2,2,1,3,4,4,5,1,5,2,2,5,5
3,22,1,1,1,1,5,4,5,1,5,1,5,2,5
3,23,1,2,1,3,1,4,4,4,1,4,3,1,4
13,15,2,2,1,3,2,3,2,5,1,3,3,2,4
3,22,1,1,1,2,1,4,3,5,1,1,2,5,5
13,21,2,2,1,3,3,4,3,1,3,2,4,2,3
3,21,1,2,2,2,3,1,4,3,2,1,5,2,5
8,33,1,2,1,3,3,2,3,3,2,2,4,2,4
4,22,2,1,1,4,3,5,3,3,2,5,4,3,3
4,21,1,1,1,4,2,5,1,5,2,4,2,5,3
3,24,1,2,1,3,1,5,2,4,1,4,3,4,2
3,17,1,1,1,2,3,3,4,4,3,3,4,3,4
11,18,2,2,1,2,2,3,4,2,3,2,4,2,5
13,29,2,1,1,3,1,5,3,5,3,5,5,1,5
13,17,2,2,1,1,4,3,4,1,1,1,5,1,5
5,30,2,1,1,5,1,4,5,5,2,5,1,3,2
4,25,2,2,1,4,3,4,1,4,1,5,1,5,4
3,48,1,2,2,4,1,4,2,5,1,4,2,5,2
13,17,1,1,1,1,1,5,1,1,1,1,1,1,1
13,30,1,2,1,4,2,4,2,4,2,4,4,2,4
3,22,2,1,1,3,3,3,4,4,3,4,3,3,3
3,42,1,2,1,3,5,3,3,3,3,3,2,5,2
3,34,1,2,1,3,2,4,2,3,1,4,2,4,3
13,20,1,2,1,3,5,5,3,5,1,5,2,4,1
3,16,1,2,1,4,2,4,2,4,2,5,3,3,3
1,48,1,2,1,2,3,3,4,3,2,3,5,1,4
3,21,2,1,2,3,1,5,2,4,1,3,1,5,2
3,56,1,1,1,3,4,5,3,5,1,5,4,5,2
0,28,1,1,1,4,1,4,2,5,2,4,4,4,2
13,20,1,2,1,4,1,5,2,5,1,5,2,5,2
3,29,2,2,1,1,1,4,2,4,2,2,4,5,2
13,15,1,2,1,1,1,1,1,5,1,5,5,1,5
13,14,2,2,3,3,4,1,4,2,3,2,5,2,5
0,50,1,2,1,3,2,4,2,5,1,2,2,3,3
3,58,1,2,1,3,2,4,2,4,2,4,3,3,3
13,22,1,2,1,2,1,4,3,5,2,4,1,4,3
3,15,1,1,1,2,4,5,2,2,2,2,3,4,2
3,18,1,1,1,3,4,3,4,2,4,3,3,1,3
3,20,1,1,2,2,5,1,5,1,1,1,5,2,5
3,19,1,1,1,3,3,4,3,3,3,5,5,3,4
3,15,2,1,1,1,5,2,4,2,4,1,4,3,5
3,16,1,1,1,5,1,3,2,5,1,4,1,5,3
3,22,1,2,1,3,2,4,2,5,2,4,2,2,3
3,38,1,2,1,3,2,4,2,4,2,3,3,2,2
3,21,2,1,1,2,5,4,3,3,3,2,3,3,3
3,25,1,1,1,2,2,3,4,3,2,3,4,2,5
1,31,1,2,1,5,1,5,2,5,1,2,3,4,2
13,20,2,1,1,3,2,3,2,4,1,3,4,5,3
3,16,1,2,1,2,3,2,3,2,2,2,3,2,3
1,18,1,3,3,1,5,2,5,1,4,1,5,2,5
3,43,2,2,1,4,1,4,1,5,2,5,2,3,1
3,30,1,2,1,1,3,2,4,2,3,1,5,3,4
13,21,2,2,2,3,4,5,2,5,2,4,3,4,2
3,20,1,2,1,3,1,5,4,5,1,5,5,2,3
3,19,2,1,1,5,1,5,1,5,1,5,1,5,1
3,26,1,1,1,3,3,4,2,2,4,2,3,4,3
3,16,2,2,1,1,3,1,5,3,3,2,4,1,5
3,16,1,2,1,4,1,5,2,5,1,4,2,5,3
3,45,2,1,1,4,1,5,3,5,1,4,2,3,2
3,18,1,2,1,3,3,3,3,3,3,4,3,3,4
3,46,2,2,1,5,1,4,3,4,2,4,4,4,2
3,17,1,1,1,2,1,3,2,5,1,3,4,3,3
3,72,1,1,2,2,5,1,5,3,5,2,5,2,5
3,21,1,2,1,4,2,3,2,2,2,1,1,4,5
3,47,2,2,1,2,5,3,3,2,3,4,4,2,4
13,16,1,2,2,3,4,4,1,5,1,2,4,4,5
3,19,1,1,3,4,2,5,2,4,1,4,2,4,2
3,20,1,2,1,3,3,4,3,2,2,4,5,2,4
3,25,2,1,1,5,1,3,3,5,1,5,1,5,2
6,19,1,1,1,4,2,3,5,4,2,4,2,5,5
1,27,1,1,1,3,2,4,1,5,1,5,4,5,4
3,22,1,2,1,3,1,5,2,5,1,4,1,5,4
3,29,1,2,2,4,1,4,1,4,1,4,1,4,2
5,24,2,1,1,1,5,4,4,3,4,1,4,4,5
3,50,1,1,1,2,1,1,5,1,2,1,5,1,5
13,1977,2,2,1,3,2,5,3,4,1,5,5,5,5
3,33,2,1,1,1,3,3,4,2,4,1,4,1,4
3,23,1,2,1,2,2,1,3,2,3,2,4,2,5
5,22,2,1,1,2,3,3,2,4,2,4,2,3,4
13,14,2,2,1,1,3,3,4,2,1,2,3,4,4
13,27,1,1,1,3,2,4,3,4,2,4,3,4,2
3,21,1,1,1,5,3,4,1,5,3,5,3,5,3
3,16,2,2,1,1,5,1,5,1,5,1,5,1,5
3,14,1,2,1,2,3,2,4,3,4,2,5,2,5
3,19,1,2,2,5,2,5,3,5,2,4,2,5,2
3,19,1,1,1,2,1,4,3,2,1,2,4,4,4
4,46,1,2,2,2,4,4,4,3,4,1,3,2,4
1,38,1,2,1,5,1,5,2,5,2,5,2,2,2
6,13,1,2,1,1,3,3,3,3,3,1,5,2,5
3,18,1,1,1,1,2,4,5,1,1,1,5,3,5
5,21,2,2,1,3,4,2,5,1,2,1,4,3,5
3,22,1,2,1,2,4,3,4,3,3,2,4,3,4
3,20,1,1,2,3,2,4,2,4,2,3,4,4,4
3,17,1,2,1,1,1,5,1,4,1,2,2,2,5
3,19,1,1,1,1,5,2,5,1,5,1,5,2,5
11,38,2,2,1,1,4,3,4,4,3,3,4,2,4
11,22,2,2,2,3,3,4,3,2,2,3,2,4,4
3,34,1,1,1,1,3,3,4,3,3,1,3,3,4
3,16,1,1,2,3,3,3,3,3,3,2,3,5,4
13,24,1,2,1,2,1,5,2,4,1,5,5,4,2
11,17,2,1,1,1,5,1,5,4,5,1,5,1,5
1,18,1,2,1,1,4,4,4,2,2,2,4,2,5
3,18,1,1,1,1,5,1,5,2,4,1,4,2,5
3,16,1,2,1,2,3,2,4,3,3,1,5,1,5
3,42,1,2,2,4,1,5,2,5,1,5,1,5,3
13,18,2,1,1,3,2,1,1,4,2,5,2,5,1
3,24,1,2,1,1,3,3,3,4,3,1,4,4,5
3,51,1,2,1,3,1,5,3,5,1,4,5,2,2
3,24,1,2,1,3,4,4,3,4,3,3,2,4,4
3,18,2,2,1,1,5,1,5,1,5,1,5,1,5
3,45,1,2,1,3,3,5,3,3,3,2,4,3,5
13,17,1,2,1,1,4,2,4,2,4,1,5,1,5
6,17,1,2,1,4,3,5,3,4,3,2,5,2,5
3,17,1,1,1,1,5,1,4,1,5,1,5,2,5
4,20,2,2,1,3,2,5,3,5,2,5,2,5,2
3,45,1,1,1,3,2,3,2,4,1,4,3,4,3
4,38,2,1,1,1,5,4,4,2,4,2,2,4,5
11,21,1,2,1,2,3,3,4,2,3,2,5,2,4
11,23,2,1,1,2,5,1,3,2,4,2,5,1,5
5,35,1,2,1,1,3,5,2,5,1,4,4,1,1
3,52,1,2,1,1,2,2,2,5,1,2,5,1,5
3,35,1,1,1,4,1,3,3,5,1,4,3,4,5
3,16,1,1,1,3,5,4,4,3,3,2,4,4,5
3,20,1,2,1,3,2,4,2,4,2,4,3,4,2
3,45,1,1,1,2,2,4,3,3,2,2,3,3,3
1,22,1,2,1,3,3,4,4,3,2,4,3,2,3
11,19,2,2,1,3,4,4,4,2,5,3,5,3,4
4,33,2,2,1,1,5,3,2,4,4,2,3,3,4
3,18,1,2,1,2,2,3,3,4,1,3,2,4,3
11,15,1,2,1,3,3,3,5,4,2,1,2,3,5
3,20,1,1,1,4,1,3,4,2,1,1,2,5,4
11,17,2,1,3,2,3,5,1,2,5,1,2,1,5
4,20,2,2,2,3,3,5,4,4,4,4,4,4,3
11,20,1,2,1,1,4,2,5,1,4,1,5,1,5
13,26,2,1,1,2,4,4,2,4,2,2,1,5,5
5,47,1,1,1,4,4,4,4,4,4,3,4,5,4
13,25,1,1,1,3,4,4,4,4,2,2,3,2,4
4,13,2,1,1,3,5,5,3,1,5,1,1,5,5
13,32,1,2,1,3,1,3,3,3,2,4,3,4,4
3,14,1,2,2,1,5,1,5,1,5,1,5,1,5
13,36,2,1,1,1,5,3,5,1,3,1,5,5,5
12,22,2,2,1,4,2,3,3,3,2,3,3,3,3
3,17,1,1,1,1,2,4,3,2,2,5,2,5,4
13,23,2,2,1,1,3,5,5,1,5,1,4,5,5
3,32,2,1,1,2,4,2,4,2,4,2,4,4,5
11,44,1,2,1,4,3,4,4,4,2,4,4,4,5
3,31,2,2,1,2,4,3,4,2,4,2,4,2,4
3,27,2,2,1,2,2,3,5,3,1,1,1,5,4
3,20,2,1,1,2,4,4,3,2,2,2,1,4,4
3,18,1,2,1,1,5,1,5,1,5,1,5,1,5
3,62,1,1,1,2,5,2,4,2,4,1,4,3,5
3,26,1,2,1,3,1,4,1,5,1,4,5,4,2
3,35,2,2,1,3,3,3,2,5,1,3,4,3,4
3,17,2,1,1,2,3,5,2,3,3,4,2,4,4
4,29,2,2,1,4,1,5,2,5,1,4,2,5,2
13,25,2,1,1,3,2,5,1,5,1,4,3,5,2
13,20,1,2,1,4,1,5,4,5,1,5,2,3,4
5,16,1,2,1,1,4,3,4,4,2,2,4,2,4
3,26,2,2,1,3,2,4,3,4,2,4,3,3,2
11,25,2,1,1,5,1,5,4,4,2,4,3,4,4
4,29,1,2,1,4,2,4,2,4,2,4,2,4,1
3,20,1,2,1,3,1,5,3,5,2,4,4,5,2
4,24,2,2,1,3,1,3,5,3,1,1,5,5,5
11,19,1,1,1,2,3,4,4,4,2,2,2,5,4
5,31,2,2,1,3,3,5,3,5,4,4,1,1,3
3,20,2,1,1,1,4,3,4,4,4,2,4,3,5
4,25,2,1,1,4,2,4,5,5,4,1,5,4,1
11,27,2,2,1,2,2,4,2,5,2,4,2,5,3
11,40,2,1,1,4,5,3,3,2,4,2,4,3,4
4,15,2,1,3,2,4,3,3,2,4,1,4,2,5
4,22,2,2,1,3,1,4,2,3,4,1,1,2,2
3,16,2,2,1,4,1,3,1,4,2,4,2,3,4
9,21,2,2,1,5,3,3,3,1,3,1,3,5,5
3,17,1,2,1,3,2,4,3,3,2,4,4,2,2
6,17,1,2,1,3,1,5,3,4,2,5,5,1,5
3,16,1,2,1,4,2,4,2,4,3,5,2,4,2
13,15,1,2,1,1,1,5,1,5,1,5,5,1,1
3,16,2,1,2,1,4,1,3,2,2,1,3,2,3
13,27,2,1,1,5,4,2,5,4,5,4,3,5,5
3,20,2,2,1,3,2,3,2,3,3,3,2,4,3
8,20,1,1,1,3,3,3,3,4,3,3,3,3,3
4,20,2,2,1,1,1,5,1,5,2,5,1,2,2
1,13,1,1,1,1,2,5,5,4,2,1,5,2,5
13,46,2,2,1,2,2,3,3,3,2,3,4,2,2
0,25,1,1,1,1,5,1,5,1,5,1,5,1,5
1,26,2,2,1,2,3,5,4,5,2,5,4,3,2
1,18,1,1,1,4,1,5,3,5,1,5,1,5,2
3,37,2,1,1,3,4,4,4,3,5,2,4,4,4
11,16,2,1,1,3,5,3,3,2,4,2,4,3,5
3,21,1,2,1,2,3,3,4,3,2,1,4,2,4
4,45,2,2,1,1,1,5,1,5,1,5,1,1,1
13,58,1,2,1,3,1,5,2,5,1,5,4,4,1
12,21,2,2,1,2,4,2,5,3,2,2,3,2,5
3,30,2,2,1,5,4,2,5,4,2,4,5,1,4
3,43,2,1,1,3,4,3,2,4,3,1,4,4,4
4,37,2,1,1,3,5,5,2,5,2,5,3,2,3
3,33,2,2,1,1,5,2,5,4,2,3,3,2,5
4,24,2,1,1,5,2,5,5,5,1,5,1,5,1
3,21,2,2,1,4,2,4,1,5,1,5,2,4,1
3,21,2,2,1,2,2,5,2,4,1,4,2,5,2
3,17,1,1,3,3,5,3,2,3,3,4,3,4,1
13,14,1,2,3,3,2,3,2,4,2,5,5,3,4
13,15,1,2,1,2,3,3,4,1,4,2,5,2,5
9,15,2,3,2,3,3,5,1,5,1,5,3,5,4
3,18,1,2,1,2,5,2,5,2,4,2,5,1,5
11,14,2,2,2,2,3,3,4,4,3,2,5,5,3
3,31,2,1,1,3,2,4,3,4,3,2,3,4,4
13,27,1,1,1,3,4,5,4,5,1,5,5,1,4
3,18,2,2,1,3,3,3,3,4,2,4,3,3,3
11,23,1,2,1,3,1,5,3,5,1,5,1,5,1
4,26,2,1,1,1,5,1,5,1,5,5,5,1,5
3,25,1,2,2,1,1,3,5,3,1,1,4,2,5
13,14,1,2,1,2,2,2,4,2,2,4,1,5,5
13,14,1,2,1,3,1,3,5,3,1,3,5,3,5
13,16,1,2,1,3,3,4,3,3,3,5,4,3,3
3,28,2,1,2,3,2,3,2,4,2,4,4,4,3
13,23,2,2,1,1,3,2,4,2,4,2,2,5,5
3,15,1,1,1,4,1,3,5,1,5,5,5,5,5
1,16,1,2,1,1,3,1,5,1,2,1,4,1,5
0,14,1,1,1,5,2,4,1,4,2,5,3,4,3
3,28,1,2,1,2,3,3,4,4,3,3,4,3,4
6,29,1,2,1,1,5,1,5,1,5,1,5,1,5
0,72,1,2,1,3,1,4,1,5,1,4,3,3,1
13,21,2,2,1,3,2,3,3,2,3,2,4,3,2
5,30,2,1,1,1,5,2,4,3,3,1,4,2,5
13,38,1,2,1,4,2,5,1,4,3,4,3,4,3
3,51,1,2,1,4,2,5,2,5,2,5,2,4,1
3,64,1,2,1,2,1,4,3,5,1,4,3,5,3
3,50,1,2,2,1,4,1,5,2,3,1,5,1,5
3,18,1,2,1,4,2,4,3,4,2,5,4,2,5
1,18,1,2,1,3,1,5,1,5,1,5,3,5,5
1,17,1,2,2,4,2,4,2,5,2,4,3,4,3
5,18,1,2,1,2,2,2,4,2,4,2,4,2,2
3,18,1,1,1,3,1,5,2,5,1,5,2,5,1
4,22,2,2,1,3,4,4,3,4,3,2,3,3,5
3,32,2,2,1,2,1,4,2,5,1,5,1,4,2
3,25,1,2,1,4,2,5,2,5,2,3,2,4,4
13,18,1,1,1,3,2,5,1,4,2,4,2,4,4
3,16,1,2,1,2,3,3,3,4,3,3,5,1,4
3,16,1,2,1,3,5,3,4,3,4,2,5,2,5
3,17,1,1,1,3,5,2,5,2,4,2,1,1,4
3,16,1,2,1,3,3,5,3,3,3,5,5,2,4
3,20,1,2,1,3,2,3,3,5,2,3,4,3,5
5,21,1,2,1,4,1,4,3,3,1,3,2,2,3
5,16,1,1,1,1,2,4,3,4,4,2,4,2,3
3,40,1,2,1,1,4,2,5,2,4,1,5,2,5
3,22,1,1,1,3,1,4,2,5,2,2,4,4,3
13,26,1,2,1,5,1,5,1,5,1,5,3,3,1
3,26,1,2,2,4,2,5,2,5,2,5,4,3,1
4,22,2,2,1,2,3,3,3,2,4,2,3,3,3
5,45,2,1,1,1,4,2,4,1,1,1,1,1,3
5,25,2,1,1,1,4,4,4,3,3,2,4,3,4
3,21,1,2,2,2,3,2,5,1,3,1,2,1,5
3,23,1,2,1,4,1,5,1,4,1,4,2,5,2
1,14,2,2,1,2,4,3,4,2,3,2,3,2,5
9,17,2,1,1,3,5,5,5,5,5,3,5,1,5
3,29,1,2,1,2,4,4,3,4,2,4,4,2,4
3,31,1,2,1,4,1,4,2,5,1,4,2,4,1
0,14,1,1,1,3,3,5,2,2,4,1,1,5,5
1,28,1,2,1,5,1,5,1,5,1,5,1,5,1
13,14,1,1,1,3,2,5,2,4,3,5,3,3,3
13,21,2,2,3,1,5,1,5,1,5,1,5,1,5
3,29,2,2,1,1,4,3,3,2,3,2,5,5,5
13,23,2,2,3,1,4,4,1,5,3,1,5,1,3
13,51,1,2,1,3,3,4,3,3,2,3,3,4,4
13,25,0,2,1,3,2,3,2,4,2,2,3,2,3
3,38,1,2,1,4,3,4,3,5,2,5,3,2,3
12,18,1,1,2,4,1,5,1,5,1,5,3,5,1
3,15,1,2,1,2,1,5,1,5,3,5,3,3,1
12,23,1,2,1,3,1,5,1,5,1,5,1,5,1
3,21,1,1,1,2,2,2,4,2,2,2,4,2,4
3,25,1,2,1,3,1,5,2,5,1,3,2,4,1
8,17,1,2,1,1,5,2,4,2,2,2,5,2,5
3,15,2,1,1,1,5,5,5,1,5,1,5,2,5
8,20,1,1,1,3,3,2,3,2,4,1,5,2,5
3,17,1,2,2,3,1,4,2,4,1,5,2,5,3
3,17,1,2,1,4,1,5,2,5,1,5,2,5,2
3,18,1,2,1,2,3,3,4,3,4,1,5,2,5
3,25,1,2,1,1,4,2,4,2,3,1,5,1,5
12,18,1,1,3,4,1,4,4,3,1,4,4,2,1
3,18,1,2,1,3,3,5,2,3,3,1,3,4,4
1,19,1,2,1,1,4,2,4,1,3,1,5,2,5
3,43,1,1,1,2,3,2,2,4,1,2,5,1,4
3,37,1,2,1,4,1,4,3,4,1,4,2,3,2
11,18,2,2,1,2,3,3,4,3,3,2,3,3,4
4,25,1,2,1,5,1,5,1,5,1,5,1,5,3
3,21,2,2,1,4,2,4,1,3,2,4,2,3,3
5,19,2,2,2,3,3,4,3,3,2,3,3,4,5
3,43,1,1,1,2,3,2,4,2,3,2,5,2,5
13,17,1,2,1,3,3,3,2,4,1,4,3,3,3
6,39,1,1,1,4,1,5,1,5,1,5,3,5,2
3,16,1,1,2,3,1,5,1,5,2,5,3,5,3
3,46,1,2,2,2,2,4,3,5,2,2,5,3,4
3,19,1,1,1,4,1,5,1,5,1,5,1,5,1
3,28,2,1,1,3,3,4,2,3,2,3,2,4,4
3,29,1,2,1,1,4,3,5,2,3,3,4,1,5
3,23,2,2,1,1,5,1,5,1,5,1,5,1,5
4,28,2,1,1,1,5,1,5,1,5,1,5,1,5
6,52,2,2,1,2,2,4,2,4,2,3,2,4,2
13,21,2,2,1,4,4,4,4,4,4,1,1,5,5
3,34,2,1,1,5,1,4,2,4,2,4,2,4,2
11,27,2,2,1,2,4,2,4,2,1,4,5,4,5
3,26,2,1,1,3,3,5,3,3,2,5,4,4,2
3,66,1,2,1,3,3,4,4,5,2,4,4,4,3
3,27,1,2,2,4,1,5,1,5,1,5,1,4,1
13,20,2,2,1,2,3,4,3,3,4,1,1,2,5
3,22,1,1,1,2,3,3,3,3,2,2,4,3,4
13,18,1,2,1,4,1,5,1,5,1,1,3,4,1
11,24,1,2,1,4,3,3,3,2,3,1,5,2,5
3,53,2,2,1,2,2,3,2,3,1,2,4,3,3
5,20,1,2,1,5,1,5,2,5,2,4,4,3,2
1,19,2,2,1,1,3,3,4,3,3,1,5,1,5
13,18,1,1,1,2,4,2,4,3,4,2,3,4,4
3,27,1,2,1,5,1,5,1,5,1,5,2,5,1
5,18,1,2,1,2,1,2,4,3,1,1,1,1,5
3,37,1,2,1,2,1,4,3,4,1,5,3,5,3
3,27,1,2,1,2,5,1,5,2,4,1,5,1,5
3,23,1,2,1,4,2,5,2,4,2,4,4,4,3
6,46,1,2,1,3,3,1,4,3,3,1,5,1,5
0,30,1,2,1,3,4,4,2,3,2,4,2,4,3
3,18,1,1,2,1,4,2,4,1,5,1,4,2,5
3,21,1,2,2,1,2,2,5,2,2,1,4,1,5
3,34,2,1,1,3,4,4,4,4,4,2,3,4,5
13,47,1,2,1,5,1,5,1,5,1,5,2,5,1
4,30,1,1,1,4,1,4,2,4,2,5,2,4,2
3,29,1,2,2,5,2,5,2,5,2,5,2,5,2
4,15,1,2,1,1,3,3,5,3,3,2,3,3,4
1,20,2,2,1,3,2,4,3,4,2,3,4,2,2
3,18,1,1,1,4,1,5,2,5,2,5,3,4,1
3,17,1,2,1,2,4,2,3,2,2,2,3,3,5
3,44,1,2,1,3,4,3,4,4,4,5,1,1,3
13,18,2,1,1,1,4,4,5,3,4,1,5,1,1
3,19,1,1,1,2,2,4,3,4,2,5,4,3,3
13,25,1,2,1,5,1,3,3,5,1,1,5,5,5
13,57,1,2,3,5,5,5,5,5,1,5,5,1,5
3,23,2,2,1,3,1,4,1,5,1,4,2,5,2
12,26,1,1,1,1,1,5,1,5,1,5,1,5,1
3,33,1,1,2,3,2,4,3,3,1,3,3,2,4
3,29,1,2,1,5,2,4,2,4,1,3,2,5,4
3,24,1,2,1,3,4,1,3,2,1,1,4,2,4
3,21,1,1,1,5,1,5,2,5,2,4,2,5,2
3,20,2,2,1,1,5,2,5,1,3,1,5,1,5
13,18,2,2,1,3,1,5,2,5,1,5,2,2,1
3,21,1,1,1,5,1,5,2,4,2,4,2,5,2
13,19,1,2,1,5,5,3,3,3,3,5,2,5,5
5,21,1,2,2,5,1,5,2,5,1,5,4,4,2
3,24,2,2,1,3,3,4,4,3,2,2,4,4,4
3,35,2,2,2,2,4,4,4,4,3,2,3,4,4
13,16,2,2,1,2,1,5,1,5,3,3,3,3,3
3,56,1,1,1,3,2,5,2,5,1,5,3,3,3
3,18,1,1,1,3,1,5,3,5,2,4,4,4,2
3,18,1,2,1,4,1,5,2,5,1,4,2,5,2
3,35,1,2,1,3,1,4,2,4,2,4,3,4,4
3,41,1,2,2,4,1,4,3,4,1,4,4,3,2
1,14,1,2,1,4,2,5,3,5,2,3,2,4,2
6,22,2,1,3,3,4,4,2,5,3,4,1,5,5
3,14,1,2,1,2,2,3,3,4,1,2,4,2,1
8,17,1,1,1,1,4,4,5,4,2,2,5,4,5
3,22,2,1,1,2,3,5,4,4,1,2,3,4,4
3,19,2,2,2,3,1,5,3,5,2,5,2,4,2
13,34,1,1,1,2,5,5,4,5,4,4,5,2,5
13,27,2,2,1,4,1,5,3,4,2,3,2,3,3
3,23,1,2,1,3,3,4,4,4,3,4,4,3,3
4,25,2,1,1,2,4,5,5,5,4,4,1,5,2
3,13,1,2,1,1,2,2,4,3,4,1,2,5,5
3,18,1,2,1,3,2,3,3,4,1,4,4,3,3
3,19,1,2,1,3,4,3,4,2,3,3,4,3,4
3,22,1,1,2,4,1,3,4,2,1,4,4,5,5
3,24,1,2,1,1,3,3,4,3,3,1,5,2,5
3,22,1,2,1,2,3,3,4,3,3,2,3,3,4
3,25,1,2,1,4,2,4,3,3,3,4,1,5,3
3,13,1,1,1,1,5,1,5,1,5,1,5,1,5
3,16,2,2,2,1,4,2,4,2,4,3,5,1,5
3,15,1,1,2,3,3,5,5,4,1,4,5,5,4
8,16,1,2,1,4,3,3,2,3,2,5,3,4,4
3,21,1,2,1,2,2,3,3,4,2,2,4,2,4
3,33,1,2,1,2,2,3,4,4,2,2,5,1,4
13,19,1,1,1,4,2,4,4,4,3,5,2,3,2
3,24,2,2,1,2,2,4,4,2,2,2,4,2,4
13,19,1,1,1,4,2,4,4,4,2,4,2,4,2
13,57,1,2,1,4,4,5,3,5,3,4,5,1,2
13,39,1,2,1,4,3,4,4,5,2,5,2,4,2
3,16,1,2,1,3,3,3,2,2,2,2,3,2,3
3,18,1,2,1,3,1,3,2,3,1,5,4,3,2
8,18,1,2,1,3,2,2,2,3,2,5,5,3,3
3,15,1,2,1,2,2,2,3,4,3,2,5,3,5
3,64,1,2,1,3,3,4,4,5,2,5,3,4,3
1,18,2,2,1,1,5,2,5,2,5,1,5,2,5
1,18,2,1,1,1,4,3,5,4,2,2,5,1,3
3,40,1,2,1,1,3,2,4,1,2,1,4,5,4
11,37,2,1,1,5,1,5,1,5,1,5,4,4,1
11,41,2,1,1,5,1,1,1,5,1,5,1,3,2
13,49,1,2,1,5,1,5,1,5,1,5,3,5,3
13,27,2,2,1,3,3,5,3,5,1,5,4,5,3
3,25,1,2,1,2,5,3,4,3,4,1,4,1,5
11,46,2,1,1,2,3,4,4,4,2,4,2,3,2
